measurements_parameter,city,location,measurements_value,measurements_lastupdated
SO2,,"Patti Mehar, Ambala - HSPCB",4.72,2022-10-31 01:45:00+00:00
PM10,,"Borivali East, Mumbai - MPCB",55.0,2022-10-31 02:00:00+00:00
CO,,"Borivali East, Mumbai - MPCB",1070.0,2022-10-31 02:00:00+00:00
O3,,"Phase-1 GIDC, Vapi - GPCB",0.0,2022-10-12 04:45:00+00:00
PM10,,"Shastri Nagar, Narnaul - HSPCB",150.4,2022-10-31 02:00:00+00:00
CO,,"DRM Office Danapur, Patna - BSPCB",1500.0,2022-10-16 16:00:00+00:00
SO2,,"ICRISAT Patancheru, Hyderabad - TSPCB",0.0,2020-04-28 09:45:00+00:00
O3,,"Bandra, Mumbai - MPCB",722.78,2021-11-19 11:30:00+00:00
PM2.5,,"Bandra, Mumbai - MPCB",38.0,2021-12-24 04:45:00+00:00
O3,,"Urban, Chamarajanagar - KSPCB",25.88,2022-10-31 02:00:00+00:00
CO,,"GIDC, Nandesari - Nandesari Ind. Association",1000.0,2022-10-16 10:15:00+00:00
PM2.5,,"Kariavattom, Thiruvananthapuram - Kerala PCB",10.44,2022-10-16 15:45:00+00:00
NO2,,"Okhla Phase-2, Delhi - DPCC",71.5,2022-10-31 00:45:00+00:00
PM10,,"Vikas Sadan, Gurugram - HSPCB",132.94,2016-04-12 09:30:00+00:00
NO2,,"IHBAS, Delhi - CPCB",121.43,2018-02-22 02:45:00+00:00
PM10,,"Rabindra Bharati University, Kolkata - WBSPCB",209.3,2017-10-28 13:00:00+00:00
O3,,Chandrapur,15.7,2018-02-22 04:00:00+00:00
PM2.5,,"Sanjay Palace, Agra - UPPCB",124.0,2022-10-31 02:00:00+00:00
NO2,,Victoria Memorial - WBSPCB,14.61,2017-10-18 03:15:00+00:00
SO2,,Collectorate - Muzaffarpur - BSPCB,16.9,2018-02-21 23:45:00+00:00
O3,,"Shadipur, Delhi - CPCB",3.17,2018-02-22 02:45:00+00:00
PM2.5,,AAQMS Karve Road Pune,66.0,2018-02-22 03:00:00+00:00
PM2.5,,"Manali, Chennai - CPCB",14.56,2022-10-16 15:00:00+00:00
NO2,,IGSC Planetarium Complex - Patna - BSPCB,11.0,2018-02-22 03:45:00+00:00
PM2.5,,Navi Mumbai Municipal Corporation Airoli,20.4,2017-10-04 04:15:00+00:00
NO2,,"Punjabi Bagh, Delhi - DPCC",169.3,2018-05-12 06:00:00+00:00
O3,,"Burari Crossing, Delhi - IMD",36.63,2022-08-03 11:00:00+00:00
NO2,,"Burari Crossing, Delhi - IMD",0.0,2022-08-03 11:00:00+00:00
PM10,,"BWSSB Kadabesanahalli, Bengaluru - CPCB",20.93,2022-08-02 05:15:00+00:00
SO2,,"Alandur Bus Depot, Chennai - CPCB",9.47,2022-10-31 01:45:00+00:00
CO,,"Collectorate, Gaya - BSPCB",1370.0,2022-10-31 02:00:00+00:00
SO2,,"Secretariat, Amaravati - APPCB",6.1,2022-10-31 02:00:00+00:00
SO2,,"Bollaram Industrial Area, Hyderabad - TSPCB",0.0,2022-10-31 02:00:00+00:00
NO2,,"Padmapukur, Howrah - WBPCB",19.4,2022-10-31 01:45:00+00:00
PM2.5,,"Sector- 16A, Faridabad - HSPCB",240.0,2022-10-31 02:00:00+00:00
PM2.5,,"NSIT Dwarka, Delhi - CPCB",208.4,2022-10-31 02:00:00+00:00
PM10,,"DTU, Delhi - CPCB",379.0,2022-10-31 01:45:00+00:00
PM10,,"Shadipur, Delhi - CPCB",833.9,2022-10-31 02:00:00+00:00
SO2,,"Maninagar, Ahmedabad - GPCB",109.1,2022-10-31 01:45:00+00:00
PM10,,"Shrinath Puram, Kota - RSPCB",158.7,2022-10-31 02:00:00+00:00
CO,,"Mandir Marg, New Delhi - DPCC",400.0,2018-05-10 07:30:00+00:00
SO2,,"ICRISAT Patancheru, Hyderabad - TSPCB",0.0,2020-04-28 06:15:00+00:00
PM10,,"Ward-32 Bapupara, Siliguri - WBPCB",258.59,2022-10-31 01:45:00+00:00
CO,,"Tirumala, Tirupati - APPCB",940.0,2022-10-31 02:00:00+00:00
O3,,"Rohini, Delhi - DPCC",42.0,2018-05-09 11:00:00+00:00
CO,,"Major Dhyan Chand National Stadium, Delhi - DPCC",1800.0,2018-05-12 04:30:00+00:00
PM10,,"Sonia Vihar, Delhi - DPCC",353.0,2018-05-12 05:00:00+00:00
NO2,,"Ashok Vihar, Delhi - DPCC",36.9,2018-05-12 04:30:00+00:00
CO,,"Nehru Nagar, Delhi - DPCC",1200.0,2018-05-12 06:00:00+00:00
O3,,"Mandir Marg, Delhi - DPCC",5.7,2022-10-31 00:45:00+00:00
CO,,"IHBAS, Dilshad Garden, Delhi - CPCB",1750.0,2022-10-31 01:45:00+00:00
PM2.5,,"Manali Village, Chennai - TNPCB",19.93,2019-07-19 05:15:00+00:00
SO2,,"Colaba, Mumbai - MPCB",6.03,2022-10-31 01:45:00+00:00
PM10,,"Nehru Nagar, Delhi - DPCC",349.0,2022-10-31 00:45:00+00:00
PM10,,"Mundka, Delhi - DPCC",313.0,2022-10-31 00:45:00+00:00
PM10,,"Najafgarh, Delhi - DPCC",282.0,2022-10-31 00:45:00+00:00
PM2.5,,"Civil Lines,  Ajmer - RSPCB",64.0,2022-10-31 01:45:00+00:00
PM2.5,,"Thavakkara, Kannur - Kerala PCB",39.15,2022-10-16 15:30:00+00:00
SO2,,"Polayathode, Kollam - Kerala PCB",4.49,2022-10-16 15:45:00+00:00
PM2.5,,"Bandra Kurla Complex, Mumbai - IITM",26.81,2022-10-16 15:45:00+00:00
CO,,"Alandi, Pune - IITM",1170.0,2022-07-21 04:45:00+00:00
NO2,,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",11.2,2022-10-16 16:00:00+00:00
SO2,,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",1.0,2022-10-16 16:00:00+00:00
NO2,,"Devaraj Urs Badavane, Davanagere - KSPCB",8.77,2022-10-16 13:00:00+00:00
PM10,,"MIT-Kothrud, Pune - IITM",28.4,2022-07-11 05:15:00+00:00
NO2,,"Chandkheda, Ahmedabad - IITM",4.84,2022-10-16 15:45:00+00:00
PM10,,"Chandkheda, Ahmedabad - IITM",150.7,2022-10-16 15:45:00+00:00
O3,,"SVPI Airport Hansol, Ahmedabad - IITM",0.0,2022-07-07 09:15:00+00:00
CO,,"IESD Banaras Hindu University, Varanasi - UPPCB",540.0,2022-10-16 15:45:00+00:00
SO2,,"Maldahiya, Varanasi - UPPCB",17.19,2022-10-31 02:00:00+00:00
CO,,"Nagla Bhau, Firozabad - UPPCB",1740.0,2022-10-31 02:00:00+00:00
SO2,,"Town Hall - Lal Bagh, Darbhanga - BSPCB",15.7,2022-10-31 01:45:00+00:00
PM2.5,,"Shahjahan Garden, Agra - UPPCB",98.08,2022-10-31 02:00:00+00:00
PM10,,"Central Jail, Buxar - BSPCB",155.0,2022-10-31 01:45:00+00:00
SO2,,"Central Jail, Buxar - BSPCB",2.6,2022-10-31 01:45:00+00:00
SO2,,"SDM Office_Khagra, Kishanganj - BSPCB",12.1,2022-10-31 01:45:00+00:00
PM10,,"Buddhi Vihar, Moradabad - UPPCB",143.55,2022-10-16 16:00:00+00:00
SO2,,"Kharahiya Basti, Araria - BSPCB",5.0,2022-10-31 01:45:00+00:00
SO2,,"Rohta, Agra - UPPCB",27.4,2022-10-31 02:00:00+00:00
SO2,,"Shivaji Nagar, Jhansi - UPPCB",22.9,2022-10-31 02:00:00+00:00
PM10,,"DM Office_Kasipur, Samastipur - BSPCB",438.0,2022-10-31 01:45:00+00:00
PM10,,"DM College of Science, Imphal - Manipur PCB",12.0,2022-10-31 02:00:00+00:00
O3,,"Ramachandrapuram, Hyderabad - TSPCB",8.22,2022-10-31 02:00:00+00:00
NO2,,"Kokapet, Hyderabad - TSPCB",3.87,2022-10-31 02:00:00+00:00
O3,,"Rajendra Nagar, Bareilly - UPPCB",3.4,2022-10-31 02:00:00+00:00
PM2.5,,"Transport Nagar, Moradabad - UPPCB",72.54,2022-10-31 02:00:00+00:00
PM2.5,,"Vasanthapuram, Vellore - TNPCB",62.0,2022-10-31 01:45:00+00:00
NO2,,"Chalai Bazaar, Ramanathapuram - TNPCB",1.17,2022-10-31 02:00:00+00:00
PM2.5,,"IITG, Guwahati - PCBA",22.7,2022-10-16 12:15:00+00:00
NO2,,"Gobind Pura, Yamuna Nagar - HSPCB",3.52,2022-10-31 01:30:00+00:00
O3,,"Gobind Pura, Yamuna Nagar - HSPCB",1.74,2022-10-31 01:30:00+00:00
PM10,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",354.0,2022-10-31 00:30:00+00:00
PM2.5,,"Railway Colony, Guwahati - APCB",82.0,2019-12-24 07:30:00+00:00
PM10,,"Murthal, Sonipat - HSPCB",284.92,2020-01-02 06:45:00+00:00
SO2,,"Sector-2 IMT, Manesar - HSPCB",11.66,2022-10-31 01:45:00+00:00
PM10,,"Patparganj, Delhi - DPCC",354.0,2022-10-31 00:45:00+00:00
CO,,"Patti Mehar, Ambala - HSPCB",1230.0,2022-10-31 01:45:00+00:00
SO2,,"Udyogamandal, Eloor - Kerala PCB",0.01,2022-10-31 01:45:00+00:00
O3,,"Rishi Nagar, Kaithal - HSPCB",39.31,2019-08-07 05:45:00+00:00
SO2,,"Rishi Nagar, Kaithal - HSPCB",8.21,2019-08-07 05:45:00+00:00
NO2,,"Nathu Colony, Ballabgarh - HSPCB",4.81,2022-10-31 01:45:00+00:00
CO,,"Jayanagar 5th Block, Bengaluru - KSPCB",0.66,2022-10-31 02:00:00+00:00
SO2,,"Silk Board, Bengaluru - KSPCB",5.8,2022-10-31 02:00:00+00:00
SO2,,"Pallavpuram Phase 2, Meerut - UPPCB",19.0,2022-10-16 16:00:00+00:00
CO,,"Khadakpada, Kalyan - MPCB",1280.0,2022-10-31 01:45:00+00:00
NO2,,"Kariavattom, Thiruvananthapuram - Kerala PCB",22.45,2022-10-16 15:45:00+00:00
CO,,"Okhla Phase-2, Delhi - DPCC",3000.0,2022-10-31 00:45:00+00:00
NO2,,"R K Puram, Delhi - DPCC",77.6,2018-02-21 20:45:00+00:00
O3,,"Punjabi Bagh, Delhi - DPCC",39.07,2018-01-24 09:30:00+00:00
PM10,,"Income Tax Office, Delhi - CPCB",312.0,2018-02-22 03:45:00+00:00
SO2,,Collectorate - Gaya - BSPCB,9.5,2018-02-22 03:00:00+00:00
NO2,,"MD University, Rohtak - HSPCB",17.0,2018-02-22 03:45:00+00:00
CO,,"Lalbagh, DN Park",1190.0,2018-02-22 04:00:00+00:00
PM10,,"Haldia, Haldia - WBPCB",85.33,2022-10-31 02:00:00+00:00
CO,,"Sanjay Palace, Agra - UPPCB",840.0,2022-10-31 02:00:00+00:00
PM10,,"Talkatora District Industries Center, Lucknow - CPCB",251.3,2022-10-31 02:00:00+00:00
CO,,Central School,1350.0,2018-02-22 04:00:00+00:00
SO2,,"Manali, Chennai - CPCB",7.99,2022-10-16 15:00:00+00:00
PM2.5,,"Anand Vihar, Delhi - DPCC",283.0,2022-10-31 00:30:00+00:00
PM2.5,,"Civil Line, Jalandhar - PPCB",55.86,2022-10-31 02:00:00+00:00
O3,,"Civil Line, Jalandhar - PPCB",7.17,2022-10-31 02:00:00+00:00
CO,,"Alandur Bus Depot, Chennai - CPCB",4310.0,2022-10-31 01:45:00+00:00
SO2,,"Collectorate, Gaya - BSPCB",9.4,2022-10-31 02:00:00+00:00
PM2.5,,"Moti Doongri, Alwar - RSPCB",76.59,2022-10-31 02:00:00+00:00
PM2.5,,"Collectorate, Jodhpur - RSPCB",130.8,2022-10-31 01:45:00+00:00
O3,,"Ardhali Bazar, Varanasi - UPPCB",6.66,2022-10-31 02:00:00+00:00
PM10,,"Secretariat, Amaravati - APPCB",91.0,2022-10-31 02:00:00+00:00
NO2,,"Sector-2 Industrial Area, Pithampur - MPPCB",10.9,2022-10-31 02:00:00+00:00
PM2.5,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",50.26,2022-10-31 01:45:00+00:00
NO2,,"Central University, Hyderabad - TSPCB",59.1,2022-10-31 02:00:00+00:00
SO2,,"IDA Pashamylaram, Hyderabad - TSPCB",9.5,2022-10-31 02:00:00+00:00
PM10,,"CRRI Mathura Road, Delhi - IMD",345.82,2022-10-31 01:15:00+00:00
O3,,"Mandir Marg, New Delhi - DPCC",99.0,2018-05-10 07:30:00+00:00
NO2,,"ICRISAT Patancheru, Hyderabad - TSPCB",3.8,2020-04-28 06:15:00+00:00
SO2,,"Sanathnagar, Hyderabad - TSPCB",2.1,2022-10-31 02:00:00+00:00
NO2,,"Bhopal Chauraha, Dewas - MPPCB",37.6,2022-10-31 02:00:00+00:00
NO2,,"Ghusuri, Howrah - WBPCB",8.82,2018-05-09 18:15:00+00:00
O3,,"Major Dhyan Chand National Stadium, Delhi - DPCC",104.1,2018-05-12 04:30:00+00:00
CO,,"Gole Bazar, Katni - MPPCB",700.0,2022-10-16 16:00:00+00:00
NO2,,"Gole Bazar, Katni - MPPCB",18.0,2022-10-16 16:00:00+00:00
PM2.5,,"Anand Vihar, Hapur - UPPCB",166.0,2022-10-31 02:00:00+00:00
NO2,,"Sonia Vihar, Delhi - DPCC",50.0,2022-10-31 00:45:00+00:00
PM10,,"Sonia Vihar, Delhi - DPCC",427.0,2022-10-31 00:45:00+00:00
PM2.5,,"Vidayagiri, Bagalkot - KSPCB",18.63,2022-10-16 15:45:00+00:00
CO,,"Industrial Area, Hajipur - BSPCB",1000.0,2022-10-16 16:00:00+00:00
NO2,,"Manali Village, Chennai - TNPCB",7.53,2022-10-31 02:00:00+00:00
CO,,"Buddha Colony, Muzaffarpur - BSPCB",930.0,2022-10-16 15:30:00+00:00
SO2,,"Ghusuri, Howrah - WBPCB",13.51,2022-10-16 15:45:00+00:00
NO2,,"Ghusuri, Howrah - WBPCB",20.11,2022-10-16 15:45:00+00:00
PM2.5,,"ICRISAT Patancheru, Hyderabad - TSPCB",60.0,2022-10-31 01:45:00+00:00
PM2.5,,"PWD Juction, Kohima - NPCB",13.0,2022-10-16 16:00:00+00:00
CO,,"Rishi Nagar, Kaithal - HSPCB",2040.0,2022-10-31 02:00:00+00:00
NO2,,"Sector-12, Karnal - HSPCB",9.09,2022-10-31 01:30:00+00:00
O3,,"Ballygunge, Kolkata - WBPCB",34.35,2022-10-16 16:00:00+00:00
O3,,"Sanjay Nagar, Ghaziabad - UPPCB",10.09,2022-10-31 02:00:00+00:00
PM10,,"Stuart Hill, Madikeri - KSPCB",11.0,2022-10-16 16:00:00+00:00
O3,,"Stuart Hill, Madikeri - KSPCB",20.71,2022-10-16 16:00:00+00:00
PM10,,"Sector-19A Nerul, Navi Mumbai - IITM",108.46,2022-10-16 16:00:00+00:00
PM10,,"Chakala-Andheri East, Mumbai - IITM",41.66,2022-10-16 13:00:00+00:00
O3,,"IITK, Kanpur - IITK",16.03,2022-10-16 16:00:00+00:00
O3,,"B.Katihalli, Hassan - KSPCB",14.1,2022-10-16 15:45:00+00:00
CO,,"Manoharpur, Agra - UPPCB",870.0,2022-10-31 02:00:00+00:00
SO2,,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",8.63,2022-07-08 07:00:00+00:00
PM2.5,,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12.0,2022-07-08 07:00:00+00:00
PM10,,"SAC ISRO Bopal, Ahmedabad - IITM",52.9,2022-06-22 08:45:00+00:00
NO2,,"Nagla Bhau, Firozabad - UPPCB",26.61,2022-10-31 02:00:00+00:00
PM10,,"Sector 22, Chandigarh - CPCC",74.0,2022-10-31 01:45:00+00:00
SO2,,"Mangala, Bilaspur - NTPC",8.77,2022-10-31 02:00:00+00:00
PM10,,"Mayaganj, Bhagalpur - BSPCB",151.0,2022-10-31 01:45:00+00:00
PM2.5,,"Kareemganj, Gaya - BSPCB",122.0,2022-10-31 01:45:00+00:00
CO,,"Mariam Nagar, Purnia - BSPCB",1690.0,2022-10-31 01:45:00+00:00
PM10,,"New DM Office, Arrah - BSPCB",339.0,2022-10-31 01:45:00+00:00
PM2.5,,"Jigar Colony, Moradabad - UPPCB",52.13,2022-10-31 02:00:00+00:00
PM10,,"Kompally Municipal Office, Hyderabad - TSPCB",27.56,2022-10-31 02:00:00+00:00
CO,,"IITH Kandi, Hyderabad - TSPCB",750.0,2022-10-31 02:00:00+00:00
NO2,,"Kalindi Kunj, Khurja - UPPCB",24.83,2022-10-31 01:45:00+00:00
O3,,"Chalai Bazaar, Ramanathapuram - TNPCB",13.83,2022-10-31 02:00:00+00:00
SO2,,"Crescent University, Chengalpattu - TNPCB",63.01,2022-10-14 04:30:00+00:00
NO2,,"Ramteerth Nagar, Belgaum - KSPCB",30.73,2022-10-31 01:45:00+00:00
CO,,"Ramteerth Nagar, Belgaum - KSPCB",930.0,2022-10-31 01:45:00+00:00
TEMPERATURE,,Dhopagachi,18.053125381469727,2025-01-13 23:00:00+00:00
O3,,"Moti Doongri, Alwar - RSPCB",3.33,2022-10-31 02:00:00+00:00
O3,,"Ashok Nagar, Udaipur - RSPCB",11.51,2022-10-31 01:45:00+00:00
NO2,,"Ashok Nagar, Udaipur - RSPCB",28.63,2022-10-31 01:45:00+00:00
CO,,"Collectorate, Jodhpur - RSPCB",590.0,2022-10-31 01:45:00+00:00
NO2,,"Secretariat, Amaravati - APPCB",9.7,2022-10-31 02:00:00+00:00
PM10,,"Lajpat Nagar, Moradabad - UPPCB",134.0,2022-01-13 05:45:00+00:00
O3,,"GM Office, Brajrajnagar - OSPCB",11.38,2022-10-14 20:00:00+00:00
O3,,"North Campus, DU, Delhi - IMD",14.59,2022-06-22 02:15:00+00:00
NO2,,"Chandrapur, Chandrapur - MPCB",32.1,2022-10-31 02:00:00+00:00
PM10,,"Shastri Nagar, Jaipur - RSPCB",115.5,2022-10-31 01:45:00+00:00
PM2.5,,"Suryakiran Bhawan NCL, Singrauli - MPPCB",75.0,2022-10-16 16:00:00+00:00
NO2,,"Sector-D Industrial Area, Mandideep - MPPCB",108.6,2022-10-31 02:00:00+00:00
NO2,,"Plammoodu, Thiruvananthapuram - Kerala PCB",6.2,2022-10-31 02:00:00+00:00
PM2.5,,"Plammoodu, Thiruvananthapuram - Kerala PCB",34.0,2022-10-31 02:00:00+00:00
NO2,,"Sanathnagar, Hyderabad - TSPCB",33.5,2022-10-31 02:00:00+00:00
CO,,"IGSC Planetarium Complex, Patna - BSPCB",500.0,2022-10-31 02:00:00+00:00
O3,,"Lalbagh, Lucknow - CPCB",15.16,2022-10-31 01:45:00+00:00
NO2,,"Karve Road, Pune - MPCB",500.0,2022-10-10 11:15:00+00:00
O3,,"Karve Road, Pune - MPCB",760.0,2022-10-10 11:15:00+00:00
PM2.5,,"PWD Grounds, Vijayawada - APPCB",0.0,2020-11-20 08:15:00+00:00
O3,,"Bhopal Chauraha, Dewas - MPPCB",29.6,2022-10-31 02:00:00+00:00
NO2,,"Patparganj, Delhi - DPCC",10.3,2018-05-08 06:30:00+00:00
PM10,,"Okhla Phase-2, Delhi - DPCC",233.0,2018-05-13 10:00:00+00:00
SO2,,"Rabindra Bharati University, Kolkata - WBPCB",38.0,2022-03-24 23:30:00+00:00
PM10,,"H.B. Colony, Bhiwani - HSPCB",135.4,2022-10-31 01:45:00+00:00
PM10,,"General Hospital, Mandikhera - HSPCB",145.7,2022-10-31 01:45:00+00:00
SO2,,"Patparganj, Delhi - DPCC",3.6,2022-10-31 00:45:00+00:00
PM2.5,,"Shrivastav Colony, Damoh - MPPCB",81.0,2022-10-31 02:00:00+00:00
PM10,,"Jayanagar 5th Block, Bengaluru - KSPCB",104.0,2022-10-31 02:00:00+00:00
O3,,"Sector-1, Noida - UPPCB",7.92,2022-10-16 16:00:00+00:00
PM10,,"Fort William, Kolkata - WBPCB",103.55,2022-10-31 01:45:00+00:00
PM2.5,,"Fort William, Kolkata - WBPCB",36.41,2022-10-31 01:45:00+00:00
O3,,"Fort William, Kolkata - WBPCB",11.97,2022-10-31 01:45:00+00:00
NO2,,"Hombegowda Nagar, Bengaluru - KSPCB",30.4,2022-10-16 16:00:00+00:00
SO2,,"Hombegowda Nagar, Bengaluru - KSPCB",4.8,2022-10-16 16:00:00+00:00
NO2,,"R K Puram, Delhi - DPCC",90.1,2022-10-31 00:45:00+00:00
PM10,,"Shyam Nagar, Palwal - HSPCB",153.4,2020-01-01 09:15:00+00:00
PM10,,"Sector-7, Kurukshetra - HSPCB",247.7,2022-10-31 01:45:00+00:00
PM10,,"Chhoti Gwaltoli, Indore - MPPCB",42.0,2020-01-06 09:15:00+00:00
PM2.5,,"Gole Bazar, Katni - MPPCB",31.0,2020-01-07 09:15:00+00:00
PM10,,"Bandra, Mumbai - MPCB",104.3,2021-12-24 04:45:00+00:00
NO2,,"Corporation Ground, Thrissur - Kerala PCB",19.84,2022-10-16 15:30:00+00:00
PM10,,"GIDC, Nandesari - Nandesari Ind. Association",335.0,2022-10-16 10:15:00+00:00
SO2,,"Kariavattom, Thiruvananthapuram - Kerala PCB",3.35,2022-10-16 15:45:00+00:00
SO2,,"Jahangirpuri, Delhi - DPCC",12.6,2022-10-31 00:45:00+00:00
PM2.5,,"Mandir Marg, Delhi - DPCC",149.0,2018-02-21 21:15:00+00:00
PM2.5,,Collectorate - Gaya - BSPCB,105.0,2018-02-22 03:00:00+00:00
PM2.5,,"Zoo Park, Hyderabad - TSPCB",83.0,2022-10-31 02:00:00+00:00
NO2,,"Haldia, Haldia - WBPCB",16.52,2022-10-31 02:00:00+00:00
PM10,,"Sanjay Palace, Agra - UPPCB",785.0,2022-10-31 02:00:00+00:00
PM2.5,,US Diplomatic Post: Hyderabad,76.7,2016-11-09 16:30:00+00:00
PM2.5,,IIT,70.0,2018-02-22 03:45:00+00:00
PM2.5,,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",40.94,2018-02-22 03:00:00+00:00
PM10,,"Tata Stadium, Jorapokhar - JSPCB",53.5,2022-10-16 07:45:00+00:00
CO,,"Anand Vihar, Hapur - UPPCB",0.0,2022-10-16 16:00:00+00:00
NO2,,"Mundka, Delhi - DPCC",65.9,2022-10-31 00:45:00+00:00
SO2,,"Civil Lines,  Ajmer - RSPCB",9.62,2022-10-31 01:45:00+00:00
NO2,,"Rajbansi Nagar, Patna - BSPCB",63.11,2022-10-16 15:45:00+00:00
SO2,,"Govt. High School Shikarpur, Patna - BSPCB",14.23,2022-10-16 15:45:00+00:00
NO2,,"Samanpura, Patna - BSPCB",16.34,2022-10-16 15:45:00+00:00
PM2.5,,"Buddha Colony, Muzaffarpur - BSPCB",68.64,2022-10-16 15:30:00+00:00
CO,,"Ghusuri, Howrah - WBPCB",530.0,2022-10-16 15:45:00+00:00
O3,,"Ghusuri, Howrah - WBPCB",9.61,2022-10-16 15:45:00+00:00
CO,,"T T Nagar, Bhopal - MPPCB",3530.0,2022-10-16 16:00:00+00:00
PM2.5,,"Ballygunge, Kolkata - WBPCB",54.8,2022-10-16 16:00:00+00:00
PM10,,"Bhosari, Pune - IITM",27.93,2022-07-07 04:45:00+00:00
PM2.5,,"Sector-19A Nerul, Navi Mumbai - IITM",70.84,2022-10-16 16:00:00+00:00
SO2,,"Mulund West, Mumbai - MPCB",13.63,2022-10-16 15:45:00+00:00
CO,,"Naubad, Bidar - KSPCB",4630.0,2022-10-16 10:15:00+00:00
O3,,"Naubad, Bidar - KSPCB",14.65,2022-10-16 10:15:00+00:00
NO2,,"Tamaka Ind. Area, Kolar - KSPCB",48.47,2022-10-31 02:00:00+00:00
NO2,,"Hadapsar, Pune - IITM",16.62,2022-06-22 08:45:00+00:00
NO2,,"SVPI Airport Hansol, Ahmedabad - IITM",10.67,2022-07-07 09:15:00+00:00
O3,,"SAC ISRO Satellite, Ahmedabad - IITM",28.0,2022-07-07 09:15:00+00:00
O3,,"IIPHG Lekawada, Gandhinagar - IITM",0.0,2022-07-22 12:00:00+00:00
PM10,,"IIPHG Lekawada, Gandhinagar - IITM",0.0,2022-07-22 12:00:00+00:00
PM2.5,,"SAC ISRO Bopal, Ahmedabad - IITM",34.3,2022-06-22 08:45:00+00:00
NO2,,"D M Colony, Bihar Sharif - BSPCB",2.0,2022-10-31 01:45:00+00:00
CO,,"Civic Center, Bhilai - Bhilai Steel Plant",0.0,2022-10-12 18:15:00+00:00
NO2,,"Mayaganj, Bhagalpur - BSPCB",92.7,2022-10-31 01:45:00+00:00
PM2.5,,"Mayaganj, Bhagalpur - BSPCB",107.0,2022-10-31 01:45:00+00:00
PM2.5,,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",93.0,2022-10-31 01:45:00+00:00
SO2,,"New DM Office, Arrah - BSPCB",2.4,2022-10-31 01:45:00+00:00
SO2,,"Eco Herbal Park, Moradabad - UPPCB",14.8,2022-10-31 02:00:00+00:00
O3,,"Sardar Patel Inter College, Baghpat - UPPCB",0.8,2022-10-31 02:00:00+00:00
PM2.5,,"Sardar Patel Inter College, Baghpat - UPPCB",129.0,2022-10-31 02:00:00+00:00
O3,,"HIMUDA Complex Phase-1, Baddi - HPPCB",85.4,2022-10-31 01:45:00+00:00
PM2.5,,"JN Stadium, Shillong - Meghalaya PCB",19.3,2022-10-15 05:45:00+00:00
PM10,,"Doon University, Dehradun - UKPCB",0.0,2022-10-16 15:45:00+00:00
PM2.5,,"Kalindi Kunj, Khurja - UPPCB",124.03,2022-10-31 01:45:00+00:00
O3,,"Paryavaran Parisar, Bhopal - MPPCB",8.7,2022-10-31 01:45:00+00:00
PM1,,Dhopagachi,136.54353968302408,2025-01-13 23:00:00+00:00
PM2.5,,"Shasthri Nagar, Ratlam - IPCA Lab",74.15,2022-10-31 02:00:00+00:00
PM2.5,,"Arya Nagar, Bahadurgarh - HSPCB",238.8,2022-10-31 01:30:00+00:00
PM10,,"Vivek Vihar, Delhi - DPCC",421.0,2022-10-31 00:45:00+00:00
PM10,,"Phase-4 GIDC, Vatva - GPCB",60.03,2022-10-31 02:00:00+00:00
O3,,"Kurla, Mumbai - MPCB",37.15,2022-10-31 02:00:00+00:00
NO2,,"Powai, Mumbai - MPCB",20.45,2022-10-16 13:15:00+00:00
CO,,"Police Lines, Jind - HSPCB",1450.0,2022-10-31 01:45:00+00:00
PM10,,"Sion, Mumbai - MPCB",130.97,2022-10-31 01:45:00+00:00
PM2.5,,"Rishi Nagar, Kaithal - HSPCB",26.74,2019-08-07 05:45:00+00:00
CO,,"Nathu Colony, Ballabgarh - HSPCB",3830.0,2022-10-31 01:45:00+00:00
PM2.5,,"Jai Bhim Nagar, Meerut - UPPCB",109.0,2022-10-26 07:45:00+00:00
O3,,"Jai Bhim Nagar, Meerut - UPPCB",6.74,2022-10-31 02:00:00+00:00
CO,,"New Collectorate, Baghpat - UPPCB",2130.0,2022-01-31 04:45:00+00:00
NO2,,"New Collectorate, Baghpat - UPPCB",39.3,2022-01-31 04:45:00+00:00
CO,,"Hebbal, Bengaluru - KSPCB",610.0,2022-10-31 02:00:00+00:00
PM10,,"Khadakpada, Kalyan - MPCB",985.0,2022-10-31 01:45:00+00:00
PM10,,"Kariavattom, Thiruvananthapuram - Kerala PCB",18.21,2022-10-16 15:45:00+00:00
NO2,,Chandrapur,18.8,2018-02-22 04:00:00+00:00
PM2.5,,VK Industrial Area Jaipur - RSPCB,24.0,2017-06-12 05:30:00+00:00
CO,,"Solapur, Solapur - MPCB",1780.0,2022-10-31 02:00:00+00:00
SO2,,"Civil Line, Jalandhar - PPCB",15.91,2022-10-31 02:00:00+00:00
NO2,,"MIDC Khutala, Chandrapur - MPCB",42.6,2022-10-11 12:45:00+00:00
PM10,,"Punjab Agricultural University, Ludhiana - PPCB",187.51,2022-10-31 02:00:00+00:00
